age_range,gender,min_income,income,max_income,number_of_people,percent_of_people,percentile,selected_income_bracket
60-64 år,Samtliga,1450,1 450-1 499,1499.0,351,0.0006189864845800062,99.38806749245225,False
60-64 år,Samtliga,1500,1 500-,,3470,0.006119325075477554,100.0,False
Totalt 20-64 år,Kvinnor,0,0,1.0,150712,0.05318033295930105,5.318033295930105,False
Totalt 20-64 år,Kvinnor,1,1-49 ,49.0,151899,0.05359917854042724,10.677951149972829,False
Totalt 20-64 år,Kvinnor,50,50-99,99.0,131404,0.046367299698657015,15.31468111983853,False
Totalt 20-64 år,Kvinnor,100,100-149,149.0,179763,0.06343128744733555,21.657809864572087,False
Totalt 20-64 år,Kvinnor,150,150-199,199.0,185024,0.06528768728078532,28.18657859265062,False
Totalt 20-64 år,Kvinnor,200,200-249,249.0,222572,0.0785368986372522,36.04026845637584,False
Totalt 20-64 år,Kvinnor,250,250-299,299.0,297981,0.1051457667308873,46.55484512946457,False
Totalt 20-64 år,Kvinnor,300,300-349,349.0,365215,0.12886999908256233,59.44184503772081,False
Totalt 20-64 år,Kvinnor,350,350-399,399.0,331255,0.11688685170678692,71.1305302083995,False
Totalt 20-64 år,Kvinnor,400,400-449,449.0,247115,0.08719715735467434,79.85024594386692,False
Totalt 20-64 år,Kvinnor,450,450-499,499.0,175776,0.06202443207079796,86.05268915094672,False
Totalt 20-64 år,Kvinnor,500,500-549,549.0,125538,0.04429741917727013,90.48243106867375,False
Totalt 20-64 år,Kvinnor,550,550-599,599.0,79259,0.027967381562325776,93.27916922490631,False
Totalt 20-64 år,Kvinnor,600,600-649,649.0,51211,0.01807034629743329,95.08620385464964,False
Totalt 20-64 år,Kvinnor,650,650-699,699.0,34284,0.012097474223530158,96.29595127700266,False
Totalt 20-64 år,Kvinnor,700,700-749,749.0,23594,0.008325393968905921,97.12849067389325,False
Totalt 20-64 år,Kvinnor,750,750-799,799.0,17186,0.0060642629799786876,97.73491697189112,False
Totalt 20-64 år,Kvinnor,800,800-849,849.0,12831,0.004527554887472742,98.1876724606384,False
Totalt 20-64 år,Kvinnor,850,850-899,899.0,9936,0.0035060233311455975,98.53827479375296,False
Totalt 20-64 år,Kvinnor,900,900-949,949.0,7706,0.0027191441012286606,98.81018920387582,False
Totalt 20-64 år,Kvinnor,950,950-999,999.0,5932,0.002093169323707295,99.01950613624655,False
Totalt 20-64 år,Kvinnor,1000,1 000-1 049,1049.0,4714,0.0016633850627033359,99.18584464251688,False
Totalt 20-64 år,Kvinnor,1050,1 050-1 099,1099.0,3816,0.0013465162068892512,99.32049626320581,False
Totalt 20-64 år,Kvinnor,1100,1 100-1 149,1149.0,2969,0.0010476432437773026,99.42526058758354,False
Totalt 20-64 år,Kvinnor,1150,1 150-1 199,1199.0,2305,0.0008133437780083134,99.50659496538438,False
Totalt 20-64 år,Kvinnor,1200,1 200-1 249,1249.0,1946,0.0006866668078109231,99.57526164616546,False
Totalt 20-64 år,Kvinnor,1250,1 250-1 299,1299.0,1491,0.0005261152160565706,99.62787316777111,False
Totalt 20-64 år,Kvinnor,1300,1 300-1 349,1349.0,1299,0.000458365972942646,99.67370976506538,False
Totalt 20-64 år,Kvinnor,1350,1 350-1 399,1399.0,1018,0.00035921213276028766,99.70963097834141,False
Totalt 20-64 år,Kvinnor,1400,1 400-1 449,1449.0,904,0.0003189860196613949,99.74152958030756,False
Totalt 20-64 år,Kvinnor,1450,1 450-1 499,1499.0,739,0.000260764013860366,99.76760598169359,False
Totalt 20-64 år,Kvinnor,1500,1 500-,,6586,0.002323940183064101,100.0,False
Totalt 20-64 år,Män,0,0,1.0,169304,0.05723508018468949,5.723508018468949,False
Totalt 20-64 år,Män,1,1-49 ,49.0,120316,0.04067414773130641,9.790922791599591,False
Totalt 20-64 år,Män,50,50-99,99.0,95331,0.0322276935517568,13.013692146775268,False
Totalt 20-64 år,Män,100,100-149,149.0,145154,0.049070906943299734,17.920782841105243,False
Totalt 20-64 år,Män,150,150-199,199.0,124903,0.04222483355566479,22.143266196671725,False
Totalt 20-64 år,Män,200,200-249,249.0,148830,0.05031361919321065,27.17462811599279,False
Totalt 20-64 år,Män,250,250-299,299.0,198704,0.06717407369594658,33.89203548558745,False
Totalt 20-64 år,Män,300,300-349,349.0,295411,0.09986693918891051,43.8787294044785,False
Totalt 20-64 år,Män,350,350-399,399.0,346882,0.1172672771146899,55.60545711594749,False
Totalt 20-64 år,Män,400,400-449,449.0,319090,0.10787188569751789,66.39264568569928,False
Totalt 20-64 år,Män,450,450-499,499.0,251340,0.08496825269113462,74.88947095481274,False
Totalt 20-64 år,Män,500,500-549,549.0,200128,0.06765547256533536,81.65501821134627,False
Totalt 20-64 år,Män,550,550-599,599.0,131442,0.04443541445941003,86.09855965728728,False
Totalt 20-64 år,Män,600,600-649,649.0,96249,0.03253803355323075,89.35236301261035,False
Totalt 20-64 år,Män,650,650-699,699.0,70332,0.023776506518154213,91.73001366442577,False
Totalt 20-64 år,Män,700,700-749,749.0,50713,0.01714408768491092,93.44442243291687,False
Totalt 20-64 år,Män,750,750-799,799.0,36925,0.012482902564733611,94.69271268939022,False
Totalt 20-64 år,Män,800,800-849,849.0,27710,0.009367670414861702,95.6294797308764,False
Totalt 20-64 år,Män,850,850-899,899.0,21253,0.007184810513426769,96.34796078221908,False
Totalt 20-64 år,Män,900,900-949,949.0,16583,0.0056060656257542986,96.9085673447945,False
Totalt 20-64 år,Män,950,950-999,999.0,13027,0.004403920696297488,97.34895941442426,False
Totalt 20-64 år,Män,1000,1 000-1 049,1049.0,10856,0.003669990257081871,97.71595844013244,False
Totalt 20-64 år,Män,1050,1 050-1 099,1099.0,8826,0.0029837264193998334,98.01433108207243,False
Totalt 20-64 år,Män,1100,1 100-1 149,1149.0,7297,0.002466831144613708,98.2610141965338,False
Totalt 20-64 år,Män,1150,1 150-1 199,1199.0,5943,0.0020090965454898266,98.46192385108277,False
Totalt 20-64 år,Män,1200,1 200-1 249,1249.0,5049,0.001706870008106703,98.63261085189345,False
Totalt 20-64 år,Män,1250,1 250-1 299,1299.0,4220,0.0014266174359695556,98.7752725954904,False
Totalt 20-64 år,Män,1300,1 300-1 349,1349.0,3576,0.0012089061495324954,98.89616321044366,False
Totalt 20-64 år,Män,1350,1 350-1 399,1399.0,3110,0.0010513697217690327,99.00130018262055,False
Totalt 20-64 år,Män,1400,1 400-1 449,1449.0,2705,0.0009144550152364095,99.09274568414419,False
Totalt 20-64 år,Män,1450,1 450-1 499,1499.0,2302,0.0007782164307113547,99.17056732721534,False
Totalt 20-64 år,Män,1500,1 500-,,24535,0.008294326727846694,100.0,False
Totalt 20-64 år,Samtliga,0,0,1.0,320016,0.05525001713528136,5.525001713528136,False
Totalt 20-64 år,Samtliga,1,1-49 ,49.0,272215,0.04699728580596163,10.2247302941243,False
Totalt 20-64 år,Samtliga,50,50-99,99.0,226735,0.039145269721413994,14.139257266265698,False
Totalt 20-64 år,Samtliga,100,100-149,149.0,324917,0.056096163371657085,19.74887360343141,False
Totalt 20-64 år,Samtliga,150,150-199,199.0,309927,0.05350817478090579,25.099691081521986,False
Totalt 20-64 år,Samtliga,200,200-249,249.0,371402,0.06412169036572474,31.51186011809446,False
Totalt 20-64 år,Samtliga,250,250-299,299.0,496685,0.08575150855218872,40.08701097331333,False
Totalt 20-64 år,Samtliga,300,300-349,349.0,660626,0.11405554041051819,51.49256501436514,False
Totalt 20-64 år,Samtliga,350,350-399,399.0,678137,0.11707877378027441,63.20044239239259,False
Totalt 20-64 år,Samtliga,400,400-449,449.0,566205,0.09775397465152362,72.97583985754495,False
Totalt 20-64 år,Samtliga,450,450-499,499.0,427116,0.07374058271696676,80.34989812924162,False
Totalt 20-64 år,Samtliga,500,500-549,549.0,325666,0.05622547647735907,85.97244577697754,False
Totalt 20-64 år,Samtliga,550,550-599,599.0,210701,0.03637703696196727,89.61014947317426,False
Totalt 20-64 år,Samtliga,600,600-649,649.0,147460,0.02545862558987235,92.1560120321615,False
Totalt 20-64 år,Samtliga,650,650-699,699.0,104616,0.018061708766513532,93.96218290881285,False
Totalt 20-64 år,Samtliga,700,700-749,749.0,74307,0.012828930501197915,95.24507595893265,False
Totalt 20-64 år,Samtliga,750,750-799,799.0,54111,0.009342138134365812,96.17928977236923,False
Totalt 20-64 år,Samtliga,800,800-849,849.0,40541,0.006999309236667672,96.879220696036,False
Totalt 20-64 år,Samtliga,850,850-899,899.0,31189,0.005384708215940111,97.41769151763,False
Totalt 20-64 år,Samtliga,900,900-949,949.0,24289,0.004193439284907158,97.83703544612072,False
Totalt 20-64 år,Samtliga,950,950-999,999.0,18959,0.003273227197601993,98.16435816588091,False
Totalt 20-64 år,Samtliga,1000,1 000-1 049,1049.0,15570,0.0026881242400265326,98.43317058988357,False
Totalt 20-64 år,Samtliga,1050,1 050-1 099,1099.0,12645,0.002183129801871259,98.6514835700707,False
Totalt 20-64 år,Samtliga,1100,1 100-1 149,1149.0,10266,0.0017724009921716367,98.82872366928787,False
Totalt 20-64 år,Samtliga,1150,1 150-1 199,1199.0,8248,0.001423997991762289,98.97112346846409,False
Totalt 20-64 år,Samtliga,1200,1 200-1 249,1249.0,7001,0.0012087063458205366,99.09199410304615,False
Totalt 20-64 år,Samtliga,1250,1 250-1 299,1299.0,5718,0.000987199383716873,99.19071404141782,False
Totalt 20-64 år,Samtliga,1300,1 300-1 349,1349.0,4875,0.0008416573969254557,99.27487978111039,False
Totalt 20-64 år,Samtliga,1350,1 350-1 399,1399.0,4128,0.0007126895865658013,99.34614873976696,False
Totalt 20-64 år,Samtliga,1400,1 400-1 449,1449.0,3609,0.0006230854452315836,99.40845728429012,False
Totalt 20-64 år,Samtliga,1450,1 450-1 499,1499.0,3045,0.000525712158694977,99.46102850015961,False
Totalt 20-64 år,Samtliga,1500,1 500-,,31218,0.005389714998403872,100.0,False
