age_range,gender,min_income,income,max_income,number_of_people,percent_of_people,percentile,selected_income_bracket
20-24 år,Kvinnor,0,0,1.0,28435,0.1071074766179124,10.71074766179124,False
20-24 år,Kvinnor,1,1-49 ,49.0,47290,0.17812950832639624,28.52369849443086,False
20-24 år,Kvinnor,50,50-99,99.0,40900,0.15405998922710099,43.929697417140964,False
20-24 år,Kvinnor,100,100-149,149.0,34338,0.1293425894885133,56.86395636599229,False
20-24 år,Kvinnor,150,150-199,199.0,28255,0.10642946199539703,67.50690256553199,False
20-24 år,Kvinnor,200,200-249,249.0,27620,0.10403757707707896,77.9106602732399,False
20-24 år,Kvinnor,250,250-299,299.0,27045,0.10187169703293268,88.09782997653316,False
20-24 år,Kvinnor,300,300-349,349.0,18052,0.06799733314248477,94.89756329078163,False
20-24 år,Kvinnor,350,350-399,399.0,8133,0.030634960693985632,97.9610593601802,False
20-24 år,Kvinnor,400,400-449,449.0,3233,0.012177895969956418,99.17884895717583,False
20-24 år,Kvinnor,450,450-499,499.0,1224,0.004610499433104441,99.63989890048627,False
20-24 år,Kvinnor,500,500-549,549.0,560,0.002109378825603339,99.85083678304662,False
20-24 år,Kvinnor,550,550-599,599.0,209,0.000787250311698389,99.92956181421646,False
20-24 år,Kvinnor,600,600-649,649.0,76,0.000286272840617596,99.95818909827821,False
20-24 år,Kvinnor,650,650-699,699.0,45,0.00016950365562883973,99.9751394638411,False
20-24 år,Kvinnor,700,700-749,749.0,21,7.910170596012521e-05,99.98304963443712,False
20-24 år,Kvinnor,750,750-799,799.0,15,5.650121854294658e-05,99.98869975629141,False
20-24 år,Kvinnor,800,800-849,849.0,8,3.013398322290484e-05,99.99171315461369,False
20-24 år,Kvinnor,850,850-899,899.0,7,2.6367235320041736e-05,99.9943498781457,False
20-24 år,Kvinnor,900,900-949,949.0,7,2.6367235320041736e-05,99.9969866016777,False
20-24 år,Kvinnor,950,950-999,999.0,4,1.506699161145242e-05,99.99849330083886,False
20-24 år,Kvinnor,1000,1 000-1 049,1049.0,4,1.506699161145242e-05,100.0,False
20-24 år,Kvinnor,1050,1 050-1 099,1099.0,0,0.0,100.0,False
20-24 år,Kvinnor,1100,1 100-1 149,1149.0,0,0.0,100.0,False
20-24 år,Kvinnor,1150,1 150-1 199,1199.0,0,0.0,100.0,False
20-24 år,Kvinnor,1200,1 200-1 249,1249.0,0,0.0,100.0,False
20-24 år,Kvinnor,1250,1 250-1 299,1299.0,0,0.0,100.0,False
20-24 år,Kvinnor,1300,1 300-1 349,1349.0,0,0.0,100.0,False
20-24 år,Kvinnor,1350,1 350-1 399,1399.0,0,0.0,100.0,False
20-24 år,Kvinnor,1400,1 400-1 449,1449.0,0,0.0,100.0,False
20-24 år,Kvinnor,1450,1 450-1 499,1499.0,0,0.0,100.0,False
20-24 år,Kvinnor,1500,1 500-,,0,0.0,100.0,False
20-24 år,Män,0,0,1.0,44601,0.14807621438033486,14.807621438033486,False
20-24 år,Män,1,1-49 ,49.0,46374,0.153962609934164,30.203882431449884,False
20-24 år,Män,50,50-99,99.0,32942,0.10936810058332752,41.14069248978264,False
20-24 år,Män,100,100-149,149.0,31286,0.10387014737569016,51.52770722735165,False
20-24 år,Män,150,150-199,199.0,23927,0.07943811980624363,59.47151920797602,False
20-24 år,Män,200,200-249,249.0,24000,0.07968048127010686,67.4395673349867,False
20-24 år,Män,250,250-299,299.0,28440,0.09442137030507665,76.88170436549436,False
20-24 år,Män,300,300-349,349.0,27256,0.09049046656241803,85.93075102173617,False
20-24 år,Män,350,350-399,399.0,19143,0.06355514387306899,92.28626540904307,False
20-24 år,Män,400,400-449,449.0,12053,0.04001620169785825,96.28788557882889,False
20-24 år,Män,450,450-499,499.0,6252,0.02075676537086284,98.36356211591519,False
20-24 år,Män,500,500-549,549.0,2796,0.00928277606796745,99.29183972271193,False
20-24 år,Män,550,550-599,599.0,1080,0.003585621657154809,99.65040188842741,False
20-24 år,Män,600,600-649,649.0,478,0.0015869695852962953,99.80909884695703,False
20-24 år,Män,650,650-699,699.0,232,0.0007702446522776997,99.88612331218481,False
20-24 år,Män,700,700-749,749.0,130,0.0004316026068797456,99.92928357287278,False
20-24 år,Män,750,750-799,799.0,66,0.0002191213234927939,99.95119570522206,False
20-24 år,Män,800,800-849,849.0,51,0.0001693210226989771,99.96812780749195,False
20-24 år,Män,850,850-899,899.0,27,8.964054142887023e-05,99.97709186163485,False
20-24 år,Män,900,900-949,949.0,24,7.968048127010687e-05,99.98505990976186,False
20-24 år,Män,950,950-999,999.0,15,4.980030079381679e-05,99.99003993984124,False
20-24 år,Män,1000,1 000-1 049,1049.0,8,2.656016042336896e-05,99.99269595588358,False
20-24 år,Män,1050,1 050-1 099,1099.0,12,3.984024063505343e-05,99.99667997994707,False
20-24 år,Män,1100,1 100-1 149,1149.0,10,3.32002005292112e-05,100.0,False
20-24 år,Män,1150,1 150-1 199,1199.0,0,0.0,100.0,False
20-24 år,Män,1200,1 200-1 249,1249.0,0,0.0,100.0,False
20-24 år,Män,1250,1 250-1 299,1299.0,0,0.0,100.0,False
20-24 år,Män,1300,1 300-1 349,1349.0,0,0.0,100.0,False
20-24 år,Män,1350,1 350-1 399,1399.0,0,0.0,100.0,False
20-24 år,Män,1400,1 400-1 449,1449.0,0,0.0,100.0,False
20-24 år,Män,1450,1 450-1 499,1499.0,0,0.0,100.0,False
20-24 år,Män,1500,1 500-,,0,0.0,100.0,False
20-24 år,Samtliga,0,0,1.0,73036,0.12887765833550965,12.887765833550965,False
20-24 år,Samtliga,1,1-49 ,49.0,93664,0.16527735623989778,29.415501457540742,False
20-24 år,Samtliga,50,50-99,99.0,73842,0.1302999075361562,42.44549221115636,False
20-24 år,Samtliga,100,100-149,149.0,65624,0.11579861233651192,54.02535344480756,False
20-24 år,Samtliga,150,150-199,199.0,52182,0.09207916599024542,63.2332700438321,False
20-24 år,Samtliga,200,200-249,249.0,51620,0.09108747361957127,72.34201740578922,False
20-24 år,Samtliga,250,250-299,299.0,55485,0.09790756438942101,82.13277384473132,False
20-24 år,Samtliga,300,300-349,349.0,45308,0.0799494625097934,90.12772009571066,False
20-24 år,Samtliga,350,350-399,399.0,27276,0.04813060694396409,94.94078079010707,False
20-24 år,Samtliga,400,400-449,449.0,15286,0.026973326651467774,97.63811345525384,False
20-24 år,Samtliga,450,450-499,499.0,7476,0.013191978938006875,98.95731134905455,False
20-24 år,Samtliga,500,500-549,549.0,3356,0.005921920989292546,99.5495034479838,False
20-24 år,Samtliga,550,550-599,599.0,1289,0.002274539974731255,99.77695744545692,False
20-24 år,Samtliga,600,600-649,649.0,554,0.0009775757532979948,99.87471502078672,False
20-24 år,Samtliga,650,650-699,699.0,277,0.0004887878766489974,99.92359380845161,False
20-24 år,Samtliga,700,700-749,749.0,151,0.0002664511529747242,99.9502389237491,False
20-24 år,Samtliga,750,750-799,799.0,81,0.00014293075093346132,99.96453199884243,False
20-24 år,Samtliga,800,800-849,849.0,59,0.00010411005314906442,99.97494300415735,False
20-24 år,Samtliga,850,850-899,899.0,34,5.99956238486134e-05,99.98094256654221,False
20-24 år,Samtliga,900,900-949,949.0,31,5.4701892332559274e-05,99.98641275577546,False
20-24 år,Samtliga,950,950-999,999.0,19,3.352696626834278e-05,99.9897654524023,False
20-24 år,Samtliga,1000,1 000-1 049,1049.0,12,2.1174926064216492e-05,99.99188294500871,False
20-24 år,Samtliga,1050,1 050-1 099,1099.0,15,2.6468657580270615e-05,99.99452981076674,False
20-24 år,Samtliga,1100,1 100-1 149,1149.0,10,1.764577172018041e-05,99.99629438793876,False
20-24 år,Samtliga,1150,1 150-1 199,1199.0,0,0.0,99.99629438793876,False
20-24 år,Samtliga,1200,1 200-1 249,1249.0,6,1.0587463032108246e-05,99.99735313424198,False
20-24 år,Samtliga,1250,1 250-1 299,1299.0,7,1.2352040204126288e-05,99.99858833826238,False
20-24 år,Samtliga,1300,1 300-1 349,1349.0,0,0.0,99.99858833826238,False
20-24 år,Samtliga,1350,1 350-1 399,1399.0,0,0.0,99.99858833826238,False
20-24 år,Samtliga,1400,1 400-1 449,1449.0,0,0.0,99.99858833826238,False
20-24 år,Samtliga,1450,1 450-1 499,1499.0,4,7.058308688072164e-06,99.99929416913119,False
20-24 år,Samtliga,1500,1 500-,,4,7.058308688072164e-06,100.0,False
25-29 år,Kvinnor,0,0,1.0,22200,0.06545293727426844,6.545293727426844,False
25-29 år,Kvinnor,1,1-49 ,49.0,29586,0.08722930640524802,15.268224367951646,False
25-29 år,Kvinnor,50,50-99,99.0,27012,0.07964030367804231,23.232254735755877,False
25-29 år,Kvinnor,100,100-149,149.0,30789,0.09077614800619149,32.309869536375025,False
25-29 år,Kvinnor,150,150-199,199.0,29110,0.08582590108351146,40.89245964472617,False
25-29 år,Kvinnor,200,200-249,249.0,33586,0.09902262843664775,50.794722488390946,False
25-29 år,Kvinnor,250,250-299,299.0,40600,0.11970221861870715,62.764944350261665,False
25-29 år,Kvinnor,300,300-349,349.0,43907,0.12945234760816687,75.71017911107836,False
25-29 år,Kvinnor,350,350-399,399.0,37236,0.1097840347903,86.68858259010835,False
25-29 år,Kvinnor,400,400-449,449.0,22731,0.06701850077393676,93.39043266750203,False
25-29 år,Kvinnor,450,450-499,499.0,11247,0.033159873221788164,96.70641998968085,False
25-29 år,Kvinnor,500,500-549,549.0,5458,0.016091987911844918,98.31561878086534,False
25-29 år,Kvinnor,550,550-599,599.0,2508,0.007394412913687624,99.0550600722341,False
25-29 år,Kvinnor,600,600-649,649.0,1259,0.0037119481093830617,99.4262548831724,False
25-29 år,Kvinnor,650,650-699,699.0,691,0.0020372963809243017,99.62998452126483,False
25-29 år,Kvinnor,700,700-749,749.0,395,0.0011645905506007224,99.7464435763249,False
25-29 år,Kvinnor,750,750-799,799.0,236,0.0006958059998525835,99.81602417631017,False
25-29 år,Kvinnor,800,800-849,849.0,155,0.00045699122871673914,99.86172329918183,False
25-29 år,Kvinnor,850,850-899,899.0,102,0.00030072971180069284,99.89179627036191,False
25-29 år,Kvinnor,900,900-949,949.0,85,0.00025060809316724403,99.91685707967864,False
25-29 år,Kvinnor,950,950-999,999.0,50,0.0001474165253924965,99.93159873221788,False
25-29 år,Kvinnor,1000,1 000-1 049,1049.0,38,0.00011203655929829734,99.94280238814771,False
25-29 år,Kvinnor,1050,1 050-1 099,1099.0,31,9.139824574334783e-05,99.95194221272205,False
25-29 år,Kvinnor,1100,1 100-1 149,1149.0,34,0.00010024323726689763,99.96196653644873,False
25-29 år,Kvinnor,1150,1 150-1 199,1199.0,18,5.306994914129874e-05,99.96727353136286,False
25-29 år,Kvinnor,1200,1 200-1 249,1249.0,23,6.78116016805484e-05,99.97405469153092,False
25-29 år,Kvinnor,1250,1 250-1 299,1299.0,16,4.717328812559888e-05,99.97877202034347,False
25-29 år,Kvinnor,1300,1 300-1 349,1349.0,9,2.653497457064937e-05,99.98142551780055,False
25-29 år,Kvinnor,1350,1 350-1 399,1399.0,8,2.358664406279944e-05,99.98378418220682,False
25-29 år,Kvinnor,1400,1 400-1 449,1449.0,9,2.653497457064937e-05,99.98643767966388,False
25-29 år,Kvinnor,1450,1 450-1 499,1499.0,6,1.768998304709958e-05,99.9882066779686,False
25-29 år,Kvinnor,1500,1 500-,,40,0.0001179332203139972,100.0,False
25-29 år,Män,0,0,1.0,27371,0.07615854422014774,7.615854422014774,False
25-29 år,Män,1,1-49 ,49.0,22576,0.06281667802835321,13.897522224850094,False
25-29 år,Män,50,50-99,99.0,18653,0.051901111590311494,19.087633383881244,False
25-29 år,Män,100,100-149,149.0,24860,0.06917180261272417,26.004813645153664,False
25-29 år,Män,150,150-199,199.0,18995,0.05285271080565951,31.290084725719613,False
25-29 år,Män,200,200-249,249.0,22374,0.062254622351451745,37.51554696086479,False
25-29 år,Män,250,250-299,299.0,32358,0.09003464155038328,46.51901111590311,False
25-29 år,Män,300,300-349,349.0,46172,0.12847145897967419,59.366157013870534,False
25-29 år,Män,350,350-399,399.0,48755,0.13565853726401314,72.93201074027185,False
25-29 år,Män,400,400-449,449.0,41050,0.11421973038022232,84.35398377829408,False
25-29 år,Män,450,450-499,499.0,25139,0.06994810723577123,91.3487945018712,False
25-29 år,Män,500,500-549,549.0,14401,0.04007011783692038,95.35580628556323,False
25-29 år,Män,550,550-599,599.0,6936,0.019299099876180805,97.28571627318132,False
25-29 år,Män,600,600-649,649.0,3789,0.010542717622671434,98.33998803544847,False
25-29 år,Män,650,650-699,699.0,2018,0.0056149918613225,98.90148722158071,False
25-29 år,Män,700,700-749,749.0,1244,0.003461372584482255,99.24762448002895,False
25-29 år,Män,750,750-799,799.0,700,0.00194771769223278,99.44239624925221,False
25-29 år,Män,800,800-849,849.0,485,0.001349490115332712,99.57734526078549,False
25-29 år,Män,850,850-899,899.0,322,0.0008959501384270789,99.66694027462819,False
25-29 år,Män,900,900-949,949.0,260,0.0007234379999721754,99.73928407462542,False
25-29 år,Män,950,950-999,999.0,178,0.0004952767845963355,99.78881175308504,False
25-29 år,Män,1000,1 000-1 049,1049.0,149,0.00041458562306097746,99.83027031539115,False
25-29 år,Män,1050,1 050-1 099,1099.0,124,0.00034502427690980675,99.86477274308213,False
25-29 år,Män,1100,1 100-1 149,1149.0,77,0.00021424894614560582,99.88619763769668,False
25-29 år,Män,1150,1 150-1 199,1199.0,88,0.0002448559384521209,99.9106832315419,False
25-29 år,Män,1200,1 200-1 249,1249.0,70,0.000194771769223278,99.93016040846423,False
25-29 år,Män,1250,1 250-1 299,1299.0,34,9.460343076559217e-05,99.93962075154079,False
25-29 år,Män,1300,1 300-1 349,1349.0,23,6.399643845907706e-05,99.9460203953867,False
25-29 år,Män,1350,1 350-1 399,1399.0,28,7.79087076893112e-05,99.95381126615563,False
25-29 år,Män,1400,1 400-1 449,1449.0,23,6.399643845907706e-05,99.96021091000154,False
25-29 år,Män,1450,1 450-1 499,1499.0,28,7.79087076893112e-05,99.96800178077046,False
25-29 år,Män,1500,1 500-,,115,0.0003199821922953853,100.0,False
25-29 år,Samtliga,0,0,1.0,49571,0.07095123113718631,7.095123113718631,False
25-29 år,Samtliga,1,1-49 ,49.0,52162,0.07465974296620831,14.561097410339464,False
25-29 år,Samtliga,50,50-99,99.0,45665,0.06536055294183318,21.09715270452278,False
25-29 år,Samtliga,100,100-149,149.0,55649,0.07965070427373426,29.062223131896204,False
25-29 år,Samtliga,150,150-199,199.0,48105,0.06885293768240196,35.9475169001364,False
25-29 år,Samtliga,200,200-249,249.0,55960,0.08009584019763462,43.95710091989986,False
25-29 år,Samtliga,250,250-299,299.0,72958,0.10442516635344938,54.3996175552448,False
25-29 år,Samtliga,300,300-349,349.0,90079,0.1289305430515141,67.29267186039621,False
25-29 år,Samtliga,350,350-399,399.0,85991,0.12307936730583986,79.6006085909802,False
25-29 år,Samtliga,400,400-449,449.0,63781,0.09129007833533477,88.72961642451368,False
25-29 år,Samtliga,450,450-499,499.0,36386,0.05207947179112104,93.93756360362579,False
25-29 år,Samtliga,500,500-549,549.0,19859,0.02842429039465379,96.77999264309116,False
25-29 år,Samtliga,550,550-599,599.0,9444,0.013517246512267002,98.13171729431785,False
25-29 år,Samtliga,600,600-649,649.0,5048,0.007225228758357034,98.85424017015356,False
25-29 år,Samtliga,650,650-699,699.0,2709,0.0038774058451642637,99.24198075467,False
25-29 år,Samtliga,700,700-749,749.0,1639,0.0023459092581115644,99.47657168048116,False
25-29 år,Samtliga,750,750-799,799.0,936,0.0013397016873657258,99.61054184921771,False
25-29 år,Samtliga,800,800-849,849.0,640,0.0009160353417885304,99.70214538339657,False
25-29 år,Samtliga,850,850-899,899.0,424,0.0006068734139349014,99.76283272479006,False
25-29 år,Samtliga,900,900-949,949.0,345,0.0004938003014328797,99.81221275493336,False
25-29 år,Samtliga,950,950-999,999.0,228,0.00032633759051216396,99.84484651398456,False
25-29 år,Samtliga,1000,1 000-1 049,1049.0,187,0.0002676540764288362,99.87161192162745,False
25-29 år,Samtliga,1050,1 050-1 099,1099.0,155,0.0002218523093394097,99.89379715256139,False
25-29 år,Samtliga,1100,1 100-1 149,1149.0,111,0.00015887487959144824,99.90968464052054,False
25-29 år,Samtliga,1150,1 150-1 199,1199.0,106,0.00015171835348372535,99.9248564758689,False
25-29 år,Samtliga,1200,1 200-1 249,1249.0,93,0.00013311138560364582,99.93816761442928,False
25-29 år,Samtliga,1250,1 250-1 299,1299.0,50,7.156526107722894e-05,99.945324140537,False
25-29 år,Samtliga,1300,1 300-1 349,1349.0,32,4.580176708942652e-05,99.94990431724594,False
25-29 år,Samtliga,1350,1 350-1 399,1399.0,36,5.152698797560483e-05,99.9550570160435,False
25-29 år,Samtliga,1400,1 400-1 449,1449.0,32,4.580176708942652e-05,99.95963719275244,False
25-29 år,Samtliga,1450,1 450-1 499,1499.0,34,4.866437753251567e-05,99.9645036305057,False
25-29 år,Samtliga,1500,1 500-,,248,0.00035496369494305554,100.0,False
30-34 år,Kvinnor,0,0,1.0,20201,0.057137281078879484,5.713728107887948,False
30-34 år,Kvinnor,1,1-49 ,49.0,22114,0.06254808345024211,11.96853645291216,False
30-34 år,Kvinnor,50,50-99,99.0,19839,0.0561133864325474,17.5798750961669,False
30-34 år,Kvinnor,100,100-149,149.0,21315,0.06028816128886274,23.608691225053175,False
30-34 år,Kvinnor,150,150-199,199.0,25836,0.07307553061501561,30.916244286554733,False
30-34 år,Kvinnor,200,200-249,249.0,34172,0.09665339186314885,40.58158347286962,False
30-34 år,Kvinnor,250,250-299,299.0,45146,0.1276926732135584,53.35085079422546,False
30-34 år,Kvinnor,300,300-349,349.0,48827,0.13810415441010093,67.16126623523554,False
30-34 år,Kvinnor,350,350-399,399.0,41211,0.1165627687016337,78.81754310539893,False
30-34 år,Kvinnor,400,400-449,449.0,28786,0.08141942345114722,86.95948545051364,False
30-34 år,Kvinnor,450,450-499,499.0,18323,0.051825474046250625,92.14203285513871,False
30-34 år,Kvinnor,500,500-549,549.0,11051,0.03125707109562384,95.2677399647011,False
30-34 år,Kvinnor,550,550-599,599.0,6227,0.01761268497986152,97.02900846268724,False
30-34 år,Kvinnor,600,600-649,649.0,3577,0.01011732361859076,98.04074082454632,False
30-34 år,Kvinnor,650,650-699,699.0,2120,0.0059962890890166085,98.64036973344797,False
30-34 år,Kvinnor,700,700-749,749.0,1364,0.0038579897723672895,99.0261687106847,False
30-34 år,Kvinnor,750,750-799,799.0,915,0.0025880209983255645,99.28497081051727,False
30-34 år,Kvinnor,800,800-849,849.0,631,0.001784744535457302,99.46344526406298,False
30-34 år,Kvinnor,850,850-899,899.0,472,0.0013350228537810562,99.5969475494411,False
30-34 år,Kvinnor,900,900-949,949.0,305,0.0008626736661085215,99.68321491605195,False
30-34 år,Kvinnor,950,950-999,999.0,221,0.0006250848531474861,99.7457234013667,False
30-34 år,Kvinnor,1000,1 000-1 049,1049.0,142,0.0004016382314341313,99.78588722451012,False
30-34 år,Kvinnor,1050,1 050-1 099,1099.0,115,0.00032527039869665567,99.81841426437978,False
30-34 år,Kvinnor,1100,1 100-1 149,1149.0,110,0.00031112820744897497,99.84952708512468,False
30-34 år,Kvinnor,1150,1 150-1 199,1199.0,82,0.00023193193646196315,99.87272027877087,False
30-34 år,Kvinnor,1200,1 200-1 249,1249.0,59,0.00016687785672263203,99.88940806444315,False
30-34 år,Kvinnor,1250,1 250-1 299,1299.0,51,0.00014425035072634294,99.90383309951577,False
30-34 år,Kvinnor,1300,1 300-1 349,1349.0,52,0.00014707878897587907,99.91854097841336,False
30-34 år,Kvinnor,1350,1 350-1 399,1399.0,34,9.616690048422863e-05,99.92815766846178,False
30-34 år,Kvinnor,1400,1 400-1 449,1449.0,27,7.636783273747568e-05,99.93579445173553,False
30-34 år,Kvinnor,1450,1 450-1 499,1499.0,26,7.353939448793954e-05,99.94314839118432,False
30-34 år,Kvinnor,1500,1 500-,,201,0.0005685160881567634,100.0,False
30-34 år,Män,0,0,1.0,21108,0.057101892304987086,5.710189230498709,False
30-34 år,Män,1,1-49 ,49.0,12319,0.03332566852876331,9.042756083375039,False
30-34 år,Män,50,50-99,99.0,11137,0.030128092410490862,12.055565324424125,False
30-34 år,Män,100,100-149,149.0,15360,0.041552258186687584,16.210791143092884,False
30-34 år,Män,150,150-199,199.0,13894,0.0375863981279842,19.969430955891305,False
30-34 år,Män,200,200-249,249.0,18167,0.04914582516129905,24.88401347202121,False
30-34 år,Män,250,250-299,299.0,28292,0.07653622972771909,32.537636444793115,False
30-34 år,Män,300,300-349,349.0,43978,0.11897039131081684,44.434675575874806,False
30-34 år,Män,350,350-399,399.0,51615,0.13963019572303906,58.397695148178705,False
30-34 år,Män,400,400-449,449.0,47726,0.1291095751443914,71.30865266261785,False
30-34 år,Män,450,450-499,499.0,36294,0.0981834413169036,81.1269967943082,False
30-34 år,Män,500,500-549,549.0,25462,0.06888044257483329,88.01504105179153,False
30-34 år,Män,550,550-599,599.0,15098,0.04084348919938862,92.09938997173039,False
30-34 år,Män,600,600-649,649.0,9269,0.025074731844557763,94.60686315618617,False
30-34 år,Män,650,650-699,699.0,6012,0.01626381355588319,96.2332445117745,False
30-34 år,Män,700,700-749,749.0,3836,0.010377243646102447,97.27096887638473,False
30-34 år,Män,750,750-799,799.0,2511,0.00679282033247217,97.95025090963195,False
30-34 år,Män,800,800-849,849.0,1681,0.004547483464311317,98.40499925606309,False
30-34 år,Män,850,850-899,899.0,1245,0.003368005302241279,98.7417997862872,False
30-34 år,Män,900,900-949,949.0,865,0.0023400197481435393,98.97580176110156,False
30-34 år,Män,950,950-999,999.0,661,0.0017881538191015947,99.15461714301172,False
30-34 år,Män,1000,1 000-1 049,1049.0,483,0.0013066237437610745,99.28527951738783,False
30-34 år,Män,1050,1 050-1 099,1099.0,385,0.0010415116798095521,99.3894306853688,False
30-34 år,Män,1100,1 100-1 149,1149.0,303,0.0008196832181358294,99.47139900718237,False
30-34 år,Män,1150,1 150-1 199,1199.0,253,0.0006844219610177057,99.53984120328414,False
30-34 år,Män,1200,1 200-1 249,1249.0,186,0.00050317187647942,99.59015839093209,False
30-34 år,Män,1250,1 250-1 299,1299.0,156,0.00042201512220854583,99.63235990315295,False
30-34 år,Män,1300,1 300-1 349,1349.0,137,0.0003706158445036588,99.6694214876033,False
30-34 år,Män,1350,1 350-1 399,1399.0,137,0.0003706158445036588,99.70648307205367,False
30-34 år,Män,1400,1 400-1 449,1449.0,98,0.0002651120639515224,99.73299427844883,False
30-34 år,Män,1450,1 450-1 499,1499.0,96,0.00025970161366679743,99.7589644398155,False
30-34 år,Män,1500,1 500-,,891,0.0024103556018449635,100.0,False
30-34 år,Samtliga,0,0,1.0,41309,0.057119192706929,5.7119192706929,False
30-34 år,Samtliga,1,1-49 ,49.0,34433,0.04761154137058961,10.47307340775186,False
30-34 år,Samtliga,50,50-99,99.0,30976,0.04283144383281688,14.75621779103355,False
30-34 år,Samtliga,100,100-149,149.0,36675,0.050711621983747394,19.82737998940829,False
30-34 år,Samtliga,150,150-199,199.0,39730,0.05493586206991912,25.320966196400203,False
30-34 år,Samtliga,200,200-249,249.0,52339,0.07237070437647866,32.558036634048065,False
30-34 år,Samtliga,250,250-299,299.0,73438,0.1015449242056562,42.71252905461368,False
30-34 år,Samtliga,300,300-349,349.0,92805,0.1283242557110205,55.54495462571574,False
30-34 år,Samtliga,350,350-399,399.0,92826,0.12835329304058174,68.38028392977391,False
30-34 år,Samtliga,400,400-449,449.0,76512,0.10579543616143096,78.95982754591701,False
30-34 år,Samtliga,450,450-499,499.0,54617,0.07552056326888429,86.51188387280544,False
30-34 år,Samtliga,500,500-549,549.0,36513,0.05048761972713207,91.56064584551864,False
30-34 år,Samtliga,550,550-599,599.0,21325,0.02948671680445571,94.5093175259642,False
30-34 år,Samtliga,600,600-649,649.0,12846,0.01776254931160788,96.285572457125,False
30-34 år,Samtliga,650,650-699,699.0,8132,0.011244360190097717,97.41000847613476,False
30-34 år,Samtliga,700,700-749,749.0,5200,0.00719019589135614,98.12902806527039,False
30-34 år,Samtliga,750,750-799,799.0,3426,0.004737232908420411,98.60275135611244,False
30-34 år,Samtliga,800,800-849,849.0,2312,0.0031968717116952683,98.92243852728195,False
30-34 år,Samtliga,850,850-899,899.0,1717,0.0023741473741266334,99.15985326469462,False
30-34 år,Samtliga,900,900-949,949.0,1170,0.0016177940755551315,99.32163267225013,False
30-34 år,Samtliga,950,950-999,999.0,882,0.00121956784157233,99.44358945640737,False
30-34 år,Samtliga,1000,1 000-1 049,1049.0,625,0.0008642062369418437,99.53001008010155,False
30-34 år,Samtliga,1050,1 050-1 099,1099.0,500,0.000691364989553475,99.59914657905689,False
30-34 år,Samtliga,1100,1 100-1 149,1149.0,413,0.0005710674813711703,99.65625332719401,False
30-34 år,Samtliga,1150,1 150-1 199,1199.0,335,0.00046321454300082826,99.70257478149409,False
30-34 år,Samtliga,1200,1 200-1 249,1249.0,245,0.00033876884488120274,99.73645166598222,False
30-34 år,Samtliga,1250,1 250-1 299,1299.0,207,0.00028622510567513865,99.76507417654973,False
30-34 år,Samtliga,1300,1 300-1 349,1349.0,189,0.00026133596605121354,99.79120777315485,False
30-34 år,Samtliga,1350,1 350-1 399,1399.0,171,0.00023644682642728847,99.81485245579758,False
30-34 år,Samtliga,1400,1 400-1 449,1449.0,125,0.00017284124738836876,99.83213658053641,False
30-34 år,Samtliga,1450,1 450-1 499,1499.0,122,0.0001686930574510479,99.84900588628152,False
30-34 år,Samtliga,1500,1 500-,,1092,0.0015099411371847895,100.0,False
35-39 år,Kvinnor,0,0,1.0,17000,0.05394427873326141,5.394427873326141,False
35-39 år,Kvinnor,1,1-49 ,49.0,16328,0.05181189312686425,10.575617186012567,False
35-39 år,Kvinnor,50,50-99,99.0,12524,0.039741067462080344,14.549723932220601,False
35-39 år,Kvinnor,100,100-149,149.0,16310,0.051754775655264325,19.725201497747033,False
35-39 år,Kvinnor,150,150-199,199.0,18299,0.05806625626705591,25.531827124452622,False
35-39 år,Kvinnor,200,200-249,249.0,25098,0.07964079456749382,33.49590658120201,False
35-39 år,Kvinnor,250,250-299,299.0,36243,0.11500602906644666,44.99650948784667,False
35-39 år,Kvinnor,300,300-349,349.0,43407,0.13773878276321636,58.770387764168305,False
35-39 år,Kvinnor,350,350-399,399.0,38000,0.12058132893317255,70.82852065748556,False
35-39 år,Kvinnor,400,400-449,449.0,29194,0.09263819254934315,80.09233991241987,False
35-39 år,Kvinnor,450,450-499,499.0,20791,0.0659738528907787,86.68972520149775,False
35-39 år,Kvinnor,500,500-549,549.0,14316,0.04542742907913943,91.23246810941168,False
35-39 år,Kvinnor,550,550-599,599.0,8898,0.028235070127562354,94.05597512216792,False
35-39 år,Kvinnor,600,600-649,649.0,5549,0.017608047217109856,95.8167798438789,False
35-39 år,Kvinnor,650,650-699,699.0,3520,0.011169638890651774,96.9337437329441,False
35-39 år,Kvinnor,700,700-749,749.0,2450,0.007774322523322968,97.71117598527638,False
35-39 år,Kvinnor,750,750-799,799.0,1686,0.005350003173192867,98.24617630259567,False
35-39 år,Kvinnor,800,800-849,849.0,1274,0.004042647712127943,98.65044107380847,False
35-39 år,Kvinnor,850,850-899,899.0,950,0.003014533223329314,98.9518943961414,False
35-39 år,Kvinnor,900,900-949,949.0,717,0.0022751792853969665,99.1794123246811,False
35-39 år,Kvinnor,950,950-999,999.0,518,0.0016437139049311417,99.34378371517421,False
35-39 år,Kvinnor,1000,1 000-1 049,1049.0,338,0.0010725391889319033,99.45103763406739,False
35-39 år,Kvinnor,1050,1 050-1 099,1099.0,321,0.0010185949101986418,99.55289712508727,False
35-39 år,Kvinnor,1100,1 100-1 149,1149.0,196,0.0006219458018658375,99.61509170527385,False
