percentile,interpolated_income,age_range,gender,selected_income_bracket
32,270.9669552213051,35-39 år,Män,False
33,275.734031232924,35-39 år,Män,False
34,280.5011072445428,35-39 år,Män,False
35,285.2681832561617,35-39 år,Män,False
36,290.0352592677806,35-39 år,Män,False
37,294.8023352793995,35-39 år,Män,False
38,299.56941129101835,35-39 år,Män,False
39,303.60055399016187,35-39 år,Män,False
40,307.55862266583887,35-39 år,Män,False
41,311.5166913415158,35-39 år,Män,False
42,315.4747600171928,35-39 år,Män,False
43,319.43282869286975,35-39 år,Män,False
44,323.39089736854675,35-39 år,Män,False
45,327.3489660442237,35-39 år,Män,False
46,331.3070347199007,35-39 år,Män,False
47,335.2651033955776,35-39 år,Män,False
48,339.22317207125457,35-39 år,Män,False
49,343.18124074693156,35-39 år,Män,False
50,347.1393094226085,35-39 år,Män,False
51,351.1536878043882,35-39 år,Män,False
52,355.3148566551187,35-39 år,Män,False
53,359.4760255058493,35-39 år,Män,False
54,363.6371943565798,35-39 år,Män,False
55,367.79836320731033,35-39 år,Män,False
56,371.95953205804085,35-39 år,Män,False
57,376.12070090877137,35-39 år,Män,False
58,380.2818697595019,35-39 år,Män,False
59,384.44303861023246,35-39 år,Män,False
60,388.604207460963,35-39 år,Män,False
61,392.7653763116935,35-39 år,Män,False
62,396.926545162424,35-39 år,Män,False
63,401.3346064993069,35-39 år,Män,False
64,406.4402895425843,35-39 år,Män,False
65,411.54597258586165,35-39 år,Män,False
66,416.65165562913904,35-39 år,Män,False
67,421.75733867241644,35-39 år,Män,False
68,426.86302171569383,35-39 år,Män,False
69,431.96870475897117,35-39 år,Män,False
70,437.07438780224857,35-39 år,Män,False
71,442.18007084552596,35-39 år,Män,False
72,447.2857538888033,35-39 år,Män,False
73,452.91949009137744,35-39 år,Män,False
74,459.152558944083,35-39 år,Män,False
75,465.38562779678864,35-39 år,Män,False
76,471.6186966494942,35-39 år,Män,False
77,477.8517655021998,35-39 år,Män,False
78,484.0848343549054,35-39 år,Män,False
79,490.317903207611,35-39 år,Män,False
80,496.5509720603166,35-39 år,Män,False
81,504.10695068508346,35-39 år,Män,False
82,513.3018250402174,35-39 år,Män,False
83,522.4966993953514,35-39 år,Män,False
84,531.6915737504853,35-39 år,Män,False
85,540.8864481056194,35-39 år,Män,False
86,550.1175244508578,35-39 år,Män,False
87,563.405643738977,35-39 år,Män,False
88,576.6937630270963,35-39 år,Män,False
89,589.9818823152157,35-39 år,Män,False
90,604.7441265410561,35-39 år,Män,False
91,624.0225633868342,35-39 år,Män,False
92,643.3010002326123,35-39 år,Män,False
93,668.1442710954539,35-39 år,Män,False
94,695.9510149303807,35-39 år,Män,False
95,733.244131455399,35-39 år,Män,False
96,781.6910678307586,35-39 år,Män,False
97,849.0873786407769,35-39 år,Män,False
98,960.1066140177682,35-39 år,Män,False
99,1221.573863636365,35-39 år,Män,False
100,3000.0,35-39 år,Män,False
0,0.0,35-39 år,Samtliga,False
1,0.0,35-39 år,Samtliga,False
2,0.0,35-39 år,Samtliga,False
3,0.0,35-39 år,Samtliga,False
4,0.0,35-39 år,Samtliga,False
5,0.0,35-39 år,Samtliga,False
6,0.2130711550733886,35-39 år,Samtliga,False
7,0.4709891512444161,35-39 år,Samtliga,False
8,0.7289071474154436,35-39 år,Samtliga,False
9,0.9868251435864711,35-39 år,Samtliga,False
10,16.33502320599786,35-39 år,Samtliga,False
11,32.495551588718314,35-39 år,Samtliga,False
12,48.65607997143877,35-39 år,Samtliga,False
13,60.350850239184325,35-39 år,Samtliga,False
14,71.64056007542163,35-39 år,Samtliga,False
15,82.93026991165893,35-39 år,Samtliga,False
16,94.21997974789622,35-39 år,Samtliga,False
17,105.38778297538157,35-39 år,Samtliga,False
18,116.42769829617235,35-39 år,Samtliga,False
19,127.46761361696315,35-39 år,Samtliga,False
20,138.50752893775393,35-39 år,Samtliga,False
21,149.54744425854472,35-39 år,Samtliga,False
22,157.88465646137414,35-39 år,Samtliga,False
23,166.10634186034684,35-39 år,Samtliga,False
24,174.32802725931953,35-39 år,Samtliga,False
25,182.5497126582922,35-39 år,Samtliga,False
26,190.77139805726492,35-39 år,Samtliga,False
27,198.9930834562376,35-39 år,Samtliga,False
28,204.89887252447468,35-39 år,Samtliga,False
29,210.48144758879084,35-39 år,Samtliga,False
30,216.06402265310703,35-39 år,Samtliga,False
31,221.6465977174232,35-39 år,Samtliga,False
32,227.22917278173938,35-39 år,Samtliga,False
33,232.81174784605554,35-39 år,Samtliga,False
34,238.39432291037173,35-39 år,Samtliga,False
35,243.9768979746879,35-39 år,Samtliga,False
36,249.55947303900405,35-39 år,Samtliga,False
37,253.80940929673307,35-39 år,Samtliga,False
38,257.94517639233544,35-39 år,Samtliga,False
39,262.08094348793776,35-39 år,Samtliga,False
40,266.21671058354013,35-39 år,Samtliga,False
41,270.35247767914245,35-39 år,Samtliga,False
42,274.4882447747448,35-39 år,Samtliga,False
43,278.62401187034715,35-39 år,Samtliga,False
44,282.7597789659495,35-39 år,Samtliga,False
45,286.89554606155184,35-39 år,Samtliga,False
46,291.03131315715416,35-39 år,Samtliga,False
47,295.16708025275653,35-39 år,Samtliga,False
48,299.3028473483589,35-39 år,Samtliga,False
49,303.36543228423346,35-39 år,Samtliga,False
50,307.413180099652,35-39 år,Samtliga,False
51,311.4609279150705,35-39 år,Samtliga,False
52,315.508675730489,35-39 år,Samtliga,False
53,319.5564235459075,35-39 år,Samtliga,False
54,323.604171361326,35-39 år,Samtliga,False
55,327.6519191767445,35-39 år,Samtliga,False
56,331.69966699216303,35-39 år,Samtliga,False
57,335.74741480758155,35-39 år,Samtliga,False
58,339.79516262300007,35-39 år,Samtliga,False
59,343.8429104384186,35-39 år,Samtliga,False
60,347.8906582538371,35-39 år,Samtliga,False
61,352.2430897606768,35-39 år,Samtliga,False
62,356.92707307179694,35-39 år,Samtliga,False
63,361.61105638291707,35-39 år,Samtliga,False
64,366.2950396940372,35-39 år,Samtliga,False
65,370.97902300515733,35-39 år,Samtliga,False
66,375.66300631627746,35-39 år,Samtliga,False
67,380.34698962739753,35-39 år,Samtliga,False
68,385.03097293851766,35-39 år,Samtliga,False
69,389.7149562496378,35-39 år,Samtliga,False
70,394.3989395607579,35-39 år,Samtliga,False
71,399.08292287187805,35-39 år,Samtliga,False
72,404.88249211356464,35-39 år,Samtliga,False
73,410.95365780381553,35-39 år,Samtliga,False
74,417.02482349406637,35-39 år,Samtliga,False
75,423.09598918431726,35-39 år,Samtliga,False
76,429.16715487456815,35-39 år,Samtliga,False
77,435.238320564819,35-39 år,Samtliga,False
78,441.3094862550699,35-39 år,Samtliga,False
79,447.3806519453207,35-39 år,Samtliga,False
80,454.4936322080716,35-39 år,Samtliga,False
81,462.3971742159427,35-39 år,Samtliga,False
82,470.3007162238138,35-39 år,Samtliga,False
83,478.20425823168495,35-39 år,Samtliga,False
84,486.10780023955607,35-39 år,Samtliga,False
85,494.0113422474272,35-39 år,Samtliga,False
86,502.90941504178267,35-39 år,Samtliga,False
87,514.917808727948,35-39 år,Samtliga,False
88,526.9262024141133,35-39 år,Samtliga,False
89,538.9345961002786,35-39 år,Samtliga,False
90,551.40875547911,35-39 år,Samtliga,False
91,569.3483881706708,35-39 år,Samtliga,False
92,587.2880208622316,35-39 år,Samtliga,False
93,607.7750453870275,35-39 år,Samtliga,False
94,634.4565109754085,35-39 år,Samtliga,False
95,666.0468434193316,35-39 år,Samtliga,False
96,706.3481331987886,35-39 år,Samtliga,False
97,764.998118532455,35-39 år,Samtliga,False
98,855.7122602168473,35-39 år,Samtliga,False
99,1048.545617173526,35-39 år,Samtliga,False
100,3000.0,35-39 år,Samtliga,False
0,0.0,40-44 år,Kvinnor,False
1,0.0,40-44 år,Kvinnor,False
2,0.0,40-44 år,Kvinnor,False
3,0.0,40-44 år,Kvinnor,False
4,0.0,40-44 år,Kvinnor,False
5,0.08442550560805444,40-44 år,Kvinnor,False
6,0.355854455532986,40-44 år,Kvinnor,False
7,0.6272834054579175,40-44 år,Kvinnor,False
8,0.8987123553828491,40-44 år,Kvinnor,False
9,12.259421517175566,40-44 år,Kvinnor,False
10,30.221743797709905,40-44 år,Kvinnor,False
11,48.18406607824425,40-44 år,Kvinnor,False
12,60.63223522167487,40-44 år,Kvinnor,False
13,72.46024476600985,40-44 år,Kvinnor,False
14,84.28825431034483,40-44 år,Kvinnor,False
15,96.11626385467983,40-44 år,Kvinnor,False
16,107.35809510230271,40-44 år,Kvinnor,False
17,118.31335994867042,40-44 år,Kvinnor,False
18,129.26862479503814,40-44 år,Kvinnor,False
19,140.22388964140586,40-44 år,Kvinnor,False
20,150.86343704322405,40-44 år,Kvinnor,False
21,158.88544059302566,40-44 år,Kvinnor,False
22,166.9074441428273,40-44 år,Kvinnor,False
23,174.92944769262894,40-44 år,Kvinnor,False
24,182.95145124243055,40-44 år,Kvinnor,False
25,190.9734547922322,40-44 år,Kvinnor,False
26,198.99545834203383,40-44 år,Kvinnor,False
27,204.47834560415765,40-44 år,Kvinnor,False
28,209.59776126861445,40-44 år,Kvinnor,False
29,214.71717693307127,40-44 år,Kvinnor,False
30,219.83659259752807,40-44 år,Kvinnor,False
31,224.9560082619849,40-44 år,Kvinnor,False
32,230.0754239264417,40-44 år,Kvinnor,False
33,235.1948395908985,40-44 år,Kvinnor,False
34,240.3142552553553,40-44 år,Kvinnor,False
35,245.43367091981213,40-44 år,Kvinnor,False
36,250.40921863445897,40-44 år,Kvinnor,False
37,254.19698052748336,40-44 år,Kvinnor,False
38,257.98474242050776,40-44 år,Kvinnor,False
39,261.7725043135322,40-44 år,Kvinnor,False
40,265.56026620655655,40-44 år,Kvinnor,False
41,269.348028099581,40-44 år,Kvinnor,False
42,273.1357899926054,40-44 år,Kvinnor,False
43,276.92355188562976,40-44 år,Kvinnor,False
44,280.7113137786542,40-44 år,Kvinnor,False
45,284.49907567167855,40-44 år,Kvinnor,False
46,288.286837564703,40-44 år,Kvinnor,False
47,292.0745994577274,40-44 år,Kvinnor,False
48,295.86236135075177,40-44 år,Kvinnor,False
49,299.6501232437762,40-44 år,Kvinnor,False
50,303.5793106987964,40-44 år,Kvinnor,False
51,307.52289116431854,40-44 år,Kvinnor,False
52,311.4664716298406,40-44 år,Kvinnor,False
53,315.41005209536274,40-44 år,Kvinnor,False
54,319.3536325608849,40-44 år,Kvinnor,False
55,323.29721302640695,40-44 år,Kvinnor,False
56,327.2407934919291,40-44 år,Kvinnor,False
57,331.18437395745116,40-44 år,Kvinnor,False
58,335.1279544229733,40-44 år,Kvinnor,False
59,339.0715348884954,40-44 år,Kvinnor,False
60,343.0151153540175,40-44 år,Kvinnor,False
61,346.9586958195396,40-44 år,Kvinnor,False
62,351.1126265822785,40-44 år,Kvinnor,False
63,355.97558544303797,40-44 år,Kvinnor,False
64,360.8385443037975,40-44 år,Kvinnor,False
65,365.701503164557,40-44 år,Kvinnor,False
66,370.56446202531646,40-44 år,Kvinnor,False
67,375.427420886076,40-44 år,Kvinnor,False
68,380.29037974683547,40-44 år,Kvinnor,False
69,385.15333860759495,40-44 år,Kvinnor,False
70,390.0162974683544,40-44 år,Kvinnor,False
71,394.87925632911396,40-44 år,Kvinnor,False
72,399.74221518987343,40-44 år,Kvinnor,False
73,405.9822206692428,40-44 år,Kvinnor,False
74,412.29930938090934,40-44 år,Kvinnor,False
75,418.6163980925758,40-44 år,Kvinnor,False
76,424.93348680424236,40-44 år,Kvinnor,False
77,431.2505755159089,40-44 år,Kvinnor,False
78,437.56766422757545,40-44 år,Kvinnor,False
79,443.88475293924193,40-44 år,Kvinnor,False
80,450.2643053237875,40-44 år,Kvinnor,False
81,458.5363352532702,40-44 år,Kvinnor,False
82,466.8083651827528,40-44 år,Kvinnor,False
83,475.0803951122355,40-44 år,Kvinnor,False
84,483.3524250417182,40-44 år,Kvinnor,False
85,491.6244549712009,40-44 år,Kvinnor,False
86,499.8964849006836,40-44 år,Kvinnor,False
87,512.3401236073839,40-44 år,Kvinnor,False
88,524.8366268195495,40-44 år,Kvinnor,False
89,537.3331300317151,40-44 år,Kvinnor,False
90,549.8296332438807,40-44 år,Kvinnor,False
91,568.4486976630965,40-44 år,Kvinnor,False
92,587.1523855890945,40-44 år,Kvinnor,False
93,608.7479090909092,40-44 år,Kvinnor,False
94,636.6878181818182,40-44 år,Kvinnor,False
95,671.0718962807753,40-44 år,Kvinnor,False
96,714.9247237569061,40-44 år,Kvinnor,False
97,774.6412015137182,40-44 år,Kvinnor,False
98,863.7632183908044,40-44 år,Kvinnor,False
99,1036.234375000001,40-44 år,Kvinnor,False
100,3000.0,40-44 år,Kvinnor,False
0,0.0,40-44 år,Män,False
1,0.0,40-44 år,Män,False
2,0.0,40-44 år,Män,False
3,0.0,40-44 år,Män,False
4,0.0,40-44 år,Män,False
5,0.31755008347245367,40-44 år,Män,False
6,0.7607484696716744,40-44 år,Män,False
7,13.802090536446242,40-44 år,Män,False
8,41.6224059882374,40-44 år,Män,False
9,60.40660932971862,40-44 år,Män,False
10,75.29727961110592,40-44 år,Män,False
11,90.18794989249324,40-44 år,Män,False
12,105.70291832878439,40-44 år,Män,False
13,122.42404996850725,40-44 år,Män,False
14,139.1451816082301,40-44 år,Män,False
15,154.52856564019447,40-44 år,Män,False
16,167.43662884927065,40-44 år,Män,False
17,180.34469205834682,40-44 år,Män,False
18,193.252755267423,40-44 år,Män,False
19,204.31393633320093,40-44 år,Män,False
20,213.35243715598932,40-44 år,Män,False
21,222.3909379787777,40-44 år,Män,False
22,231.42943880156614,40-44 år,Män,False
23,240.46793962435453,40-44 år,Män,False
24,249.50644044714292,40-44 år,Män,False
25,255.13197355416963,40-44 år,Män,False
26,260.5603721500869,40-44 år,Män,False
27,265.98877074600415,40-44 år,Män,False
28,271.4171693419214,40-44 år,Män,False
29,276.84556793783867,40-44 år,Män,False
30,282.2739665337559,40-44 år,Män,False
31,287.7023651296732,40-44 år,Män,False
32,293.13076372559044,40-44 år,Män,False
33,298.5591623215077,40-44 år,Män,False
34,303.21792579962045,40-44 år,Män,False
35,307.598594648112,40-44 år,Män,False
36,311.9792634966035,40-44 år,Män,False
37,316.359932345095,40-44 år,Män,False
38,320.74060119358654,40-44 år,Män,False
39,325.12127004207804,40-44 år,Män,False
40,329.5019388905696,40-44 år,Män,False
41,333.8826077390611,40-44 år,Män,False
42,338.2632765875526,40-44 år,Män,False
43,342.6439454360441,40-44 år,Män,False
44,347.02461428453563,40-44 år,Män,False
45,351.4342352710023,40-44 år,Män,False
46,355.9051562017571,40-44 år,Män,False
47,360.37607713251185,40-44 år,Män,False
48,364.8469980632666,40-44 år,Män,False
49,369.3179189940214,40-44 år,Män,False
50,373.78883992477614,40-44 år,Män,False
51,378.2597608555309,40-44 år,Män,False
52,382.7306817862857,40-44 år,Män,False
53,387.20160271704043,40-44 år,Män,False
54,391.6725236477952,40-44 år,Män,False
55,396.14344457855,40-44 år,Män,False
56,400.70952056792765,40-44 år,Män,False
57,405.87291322247074,40-44 år,Män,False
58,411.03630587701383,40-44 år,Män,False
59,416.1996985315569,40-44 år,Män,False
60,421.3630911861,40-44 år,Män,False
61,426.5264838406431,40-44 år,Män,False
62,431.6898764951862,40-44 år,Män,False
63,436.85326914972933,40-44 år,Män,False
64,442.0166618042724,40-44 år,Män,False
65,447.1800544588155,40-44 år,Män,False
66,452.6480952380952,40-44 år,Män,False
67,458.4827289377289,40-44 år,Män,False
68,464.31736263736263,40-44 år,Män,False
69,470.1519963369963,40-44 år,Män,False
70,475.98663003663,40-44 år,Män,False
71,481.82126373626375,40-44 år,Män,False
72,487.65589743589743,40-44 år,Män,False
73,493.4905311355311,40-44 år,Män,False
74,499.32516483516486,40-44 år,Män,False
75,507.2266827416376,40-44 år,Män,False
76,515.3985224707573,40-44 år,Män,False
77,523.5703621998769,40-44 år,Män,False
78,531.7422019289966,40-44 år,Män,False
79,539.9140416581162,40-44 år,Män,False
80,548.0858813872358,40-44 år,Män,False
81,558.301041241323,40-44 år,Män,False
82,569.1412141009936,40-44 år,Män,False
83,579.9813869606642,40-44 år,Män,False
84,590.8215598203349,40-44 år,Män,False
85,602.2151410686746,40-44 år,Män,False
86,616.6654268348,40-44 år,Män,False
87,631.1157126009253,40-44 år,Män,False
88,645.5659983670508,40-44 år,Män,False
89,664.2795525090534,40-44 år,Män,False
90,684.8803673047078,40-44 år,Män,False
91,707.4143631910428,40-44 år,Män,False
92,735.2809657102869,40-44 år,Män,False
93,767.304052498273,40-44 år,Män,False
94,805.2881615172837,40-44 år,Män,False
95,855.1683733753446,40-44 år,Män,False
96,922.958585858586,40-44 år,Män,False
97,1017.7018796992485,40-44 år,Män,False
98,1175.9492187499995,40-44 år,Män,False
99,1532.532312925172,40-44 år,Män,False
100,3000.0,40-44 år,Män,False
0,0.0,40-44 år,Samtliga,False
1,0.0,40-44 år,Samtliga,False
2,0.0,40-44 år,Samtliga,False
3,0.0,40-44 år,Samtliga,False
4,0.0,40-44 år,Samtliga,False
5,0.17495002971206314,40-44 år,Samtliga,False
6,0.5130787099562422,40-44 år,Samtliga,False
7,0.8512073902004212,40-44 år,Samtliga,False
8,13.271182565201851,40-44 år,Samtliga,False
9,35.18585923544122,40-44 år,Samtliga,False
10,54.280467727637294,40-44 år,Samtliga,False
11,67.49145172865042,40-44 år,Samtliga,False
12,80.70243572966355,40-44 år,Samtliga,False
13,93.91341973067668,40-44 år,Samtliga,False
14,107.16554154460152,40-44 år,Samtliga,False
15,120.45280855941917,40-44 år,Samtliga,False
16,133.7400755742368,40-44 år,Samtliga,False
17,147.02734258905446,40-44 år,Samtliga,False
18,157.71336042672084,40-44 år,Samtliga,False
19,167.6497015494031,40-44 år,Samtliga,False
20,177.58604267208534,40-44 år,Samtliga,False
21,187.5223837947676,40-44 år,Samtliga,False
22,197.45872491744984,40-44 år,Samtliga,False
23,204.88906381192277,40-44 år,Samtliga,False
24,211.458228379513,40-44 år,Samtliga,False
25,218.02739294710327,40-44 år,Samtliga,False
26,224.59655751469353,40-44 år,Samtliga,False
27,231.1657220822838,40-44 år,Samtliga,False
28,237.73488664987406,40-44 år,Samtliga,False
29,244.3040512174643,40-44 år,Samtliga,False
30,250.59502524566247,40-44 år,Samtliga,False
31,255.07137442249652,40-44 år,Samtliga,False
32,259.5477235993306,40-44 år,Samtliga,False
33,264.02407277616464,40-44 år,Samtliga,False
34,268.50042195299875,40-44 år,Samtliga,False
35,272.9767711298328,40-44 år,Samtliga,False
36,277.45312030666685,40-44 år,Samtliga,False
37,281.92946948350095,40-44 år,Samtliga,False
38,286.405818660335,40-44 år,Samtliga,False
39,290.88216783716905,40-44 år,Samtliga,False
40,295.35851701400316,40-44 år,Samtliga,False
41,299.8348661908372,40-44 år,Samtliga,False
42,304.00130097706034,40-44 år,Samtliga,False
43,308.1558650169924,40-44 år,Samtliga,False
44,312.3104290569244,40-44 år,Samtliga,False
45,316.46499309685646,40-44 år,Samtliga,False
46,320.61955713678844,40-44 år,Samtliga,False
47,324.7741211767205,40-44 år,Samtliga,False
48,328.9286852166525,40-44 år,Samtliga,False
49,333.08324925658457,40-44 år,Samtliga,False
50,337.2378132965166,40-44 år,Samtliga,False
51,341.3923773364486,40-44 år,Samtliga,False
52,345.54694137638063,40-44 år,Samtliga,False
53,349.70150541631267,40-44 år,Samtliga,False
54,354.3207342288069,40-44 år,Samtliga,False
55,358.97593228911006,40-44 år,Samtliga,False
56,363.6311303494132,40-44 år,Samtliga,False
57,368.28632840971636,40-44 år,Samtliga,False
58,372.9415264700195,40-44 år,Samtliga,False
59,377.59672453032266,40-44 år,Samtliga,False
60,382.2519225906258,40-44 år,Samtliga,False
61,386.90712065092896,40-44 år,Samtliga,False
62,391.5623187112321,40-44 år,Samtliga,False
63,396.21751677153526,40-44 år,Samtliga,False
64,401.06334390575444,40-44 år,Samtliga,False
65,406.73538740371544,40-44 år,Samtliga,False
66,412.4074309016765,40-44 år,Samtliga,False
67,418.07947439963755,40-44 år,Samtliga,False
68,423.75151789759855,40-44 år,Samtliga,False
69,429.4235613955596,40-44 år,Samtliga,False
70,435.0956048935206,40-44 år,Samtliga,False
71,440.76764839148166,40-44 år,Samtliga,False
72,446.43969188944266,40-44 år,Samtliga,False
73,452.5397257885215,40-44 år,Samtliga,False
74,459.36133574558056,40-44 år,Samtliga,False
75,466.18294570263964,40-44 år,Samtliga,False
76,473.0045556596988,40-44 år,Samtliga,False
77,479.82616561675786,40-44 år,Samtliga,False
78,486.64777557381694,40-44 år,Samtliga,False
79,493.469385530876,40-44 år,Samtliga,False
80,500.4199565887571,40-44 år,Samtliga,False
81,510.26471420931773,40-44 år,Samtliga,False
82,520.1094718298783,40-44 år,Samtliga,False
83,529.9542294504389,40-44 år,Samtliga,False
84,539.7989870709995,40-44 år,Samtliga,False
85,549.6437446915601,40-44 år,Samtliga,False
86,563.1658664338718,40-44 år,Samtliga,False
87,576.8260584897425,40-44 år,Samtliga,False
88,590.4862505456133,40-44 år,Samtliga,False
89,605.7492586092114,40-44 år,Samtliga,False
90,624.6898263027296,40-44 år,Samtliga,False
91,643.6303939962476,40-44 år,Samtliga,False
92,667.9835497835497,40-44 år,Samtliga,False
93,695.0792207792209,40-44 år,Samtliga,False
94,729.7398978169996,40-44 år,Samtliga,False
95,771.4457178256154,40-44 år,Samtliga,False
96,826.182040317654,40-44 år,Samtliga,False
97,901.289168937329,40-44 år,Samtliga,False
98,1026.41382868937,40-44 år,Samtliga,False
99,1296.3933333333366,40-44 år,Samtliga,False
100,3000.0,40-44 år,Samtliga,False
0,0.0,45-49 år,Kvinnor,False
1,0.0,45-49 år,Kvinnor,False
2,0.0,45-49 år,Kvinnor,False
3,0.0,45-49 år,Kvinnor,False
4,0.0,45-49 år,Kvinnor,False
5,0.405399772641152,45-49 år,Kvinnor,False
6,0.8178678792471898,45-49 år,Kvinnor,False
7,15.372676532089454,45-49 år,Kvinnor,False
8,41.11016889174846,45-49 år,Kvinnor,False
9,58.20571976967372,45-49 år,Kvinnor,False
10,70.74126679462573,45-49 år,Kvinnor,False
11,83.27681381957774,45-49 år,Kvinnor,False
12,95.81236084452974,45-49 år,Kvinnor,False
13,107.83086064097947,45-49 år,Kvinnor,False
14,119.58998919697515,45-49 år,Kvinnor,False
15,131.3491177529708,45-49 år,Kvinnor,False
16,143.1082463089665,45-49 år,Kvinnor,False
17,153.75276250763508,45-49 år,Kvinnor,False
18,162.8190904547726,45-49 år,Kvinnor,False
19,171.88541840191016,45-49 år,Kvinnor,False
20,180.9517463490477,45-49 år,Kvinnor,False
21,190.01807429618526,45-49 år,Kvinnor,False
22,199.0844022433228,45-49 år,Kvinnor,False
23,205.0471581336176,45-49 år,Kvinnor,False
24,210.66127978544168,45-49 år,Kvinnor,False
25,216.27540143726577,45-49 år,Kvinnor,False
26,221.88952308908983,45-49 år,Kvinnor,False
27,227.50364474091393,45-49 år,Kvinnor,False
28,233.11776639273802,45-49 år,Kvinnor,False
29,238.7318880445621,45-49 år,Kvinnor,False
30,244.3460096963862,45-49 år,Kvinnor,False
31,249.96013134821027,45-49 år,Kvinnor,False
32,253.81234126610855,45-49 år,Kvinnor,False
33,257.6519494873483,45-49 år,Kvinnor,False
34,261.49155770858806,45-49 år,Kvinnor,False
35,265.3311659298279,45-49 år,Kvinnor,False
36,269.17077415106763,45-49 år,Kvinnor,False
37,273.0103823723074,45-49 år,Kvinnor,False
38,276.84999059354715,45-49 år,Kvinnor,False
39,280.68959881478696,45-49 år,Kvinnor,False
40,284.5292070360267,45-49 år,Kvinnor,False
41,288.3688152572665,45-49 år,Kvinnor,False
42,292.20842347850623,45-49 år,Kvinnor,False
43,296.04803169974605,45-49 år,Kvinnor,False
44,299.8876399209858,45-49 år,Kvinnor,False
45,303.7156269779872,45-49 år,Kvinnor,False
46,307.5432637081839,45-49 år,Kvinnor,False
47,311.37090043838054,45-49 år,Kvinnor,False
48,315.1985371685773,45-49 år,Kvinnor,False
49,319.02617389877395,45-49 år,Kvinnor,False
50,322.8538106289706,45-49 år,Kvinnor,False
51,326.6814473591673,45-49 år,Kvinnor,False
52,330.509084089364,45-49 år,Kvinnor,False
53,334.3367208195607,45-49 år,Kvinnor,False
54,338.16435754975737,45-49 år,Kvinnor,False
55,341.99199427995404,45-49 år,Kvinnor,False
56,345.8196310101508,45-49 år,Kvinnor,False
57,349.64726774034744,45-49 år,Kvinnor,False
58,354.1738187756941,45-49 år,Kvinnor,False
59,358.7713155375345,45-49 år,Kvinnor,False
60,363.3688122993749,45-49 år,Kvinnor,False
61,367.9663090612153,45-49 år,Kvinnor,False
62,372.5638058230557,45-49 år,Kvinnor,False
63,377.1613025848961,45-49 år,Kvinnor,False
64,381.7587993467365,45-49 år,Kvinnor,False
65,386.3562961085769,45-49 år,Kvinnor,False
66,390.9537928704173,45-49 år,Kvinnor,False
67,395.5512896322577,45-49 år,Kvinnor,False
68,400.18924145834825,45-49 år,Kvinnor,False
69,406.03679893990403,45-49 år,Kvinnor,False
70,411.88435642145976,45-49 år,Kvinnor,False
71,417.73191390301554,45-49 år,Kvinnor,False
72,423.5794713845713,45-49 år,Kvinnor,False
73,429.42702886612705,45-49 år,Kvinnor,False
74,435.2745863476828,45-49 år,Kvinnor,False
75,441.1221438292386,45-49 år,Kvinnor,False
76,446.9697013107944,45-49 år,Kvinnor,False
77,453.55075832806716,45-49 år,Kvinnor,False
78,460.9207818001264,45-49 år,Kvinnor,False
79,468.29080527218565,45-49 år,Kvinnor,False
80,475.66082874424484,45-49 år,Kvinnor,False
81,483.0308522163041,45-49 år,Kvinnor,False
82,490.40087568836327,45-49 år,Kvinnor,False
83,497.7708991604225,45-49 år,Kvinnor,False
84,507.67621486823487,45-49 år,Kvinnor,False
85,518.6808317045226,45-49 år,Kvinnor,False
86,529.6854485408102,45-49 år,Kvinnor,False
87,540.6900653770979,45-49 år,Kvinnor,False
88,552.5247514810726,45-49 år,Kvinnor,False
89,568.9195200321319,45-49 år,Kvinnor,False
90,585.3142885831912,45-49 år,Kvinnor,False
91,602.4938461538463,45-49 år,Kvinnor,False
92,626.4169963369965,45-49 år,Kvinnor,False
93,650.4647647647648,45-49 år,Kvinnor,False
94,683.1525525525526,45-49 år,Kvinnor,False
95,721.7968319559228,45-49 år,Kvinnor,False
96,771.780400572246,45-49 år,Kvinnor,False
97,839.5748123827393,45-49 år,Kvinnor,False
98,942.5305371596768,45-49 år,Kvinnor,False
99,1141.0161596958178,45-49 år,Kvinnor,False
100,3000.0,45-49 år,Kvinnor,False
0,0.0,45-49 år,Män,False
1,0.0,45-49 år,Män,False
2,0.0,45-49 år,Män,False
3,0.0,45-49 år,Män,False
4,0.18991254571473978,45-49 år,Män,False
5,0.7221656861186195,45-49 år,Män,False
6,17.09235632183906,45-49 år,Män,False
7,50.35677773570616,45-49 år,Män,False
8,66.19992427110941,45-49 år,Män,False
9,82.04307080651267,45-49 år,Män,False
10,97.88621734191594,45-49 år,Män,False
11,115.25260279734987,45-49 år,Män,False
12,132.85350720370172,45-49 år,Män,False
13,150.36262168512923,45-49 år,Män,False
14,164.40819066800938,45-49 år,Män,False
15,178.45375965088954,45-49 år,Män,False
16,192.49932863376972,45-49 år,Män,False
17,204.8657973546294,45-49 år,Män,False
18,215.30796106813077,45-49 år,Män,False
19,225.75012478163214,45-49 år,Män,False
20,236.1922884951335,45-49 år,Män,False
21,246.6344522086349,45-49 år,Män,False
22,254.06348296492675,45-49 år,Män,False
23,260.05950632321856,45-49 år,Män,False
24,266.0555296815104,45-49 år,Män,False
25,272.05155303980223,45-49 år,Män,False
26,278.04757639809407,45-49 år,Män,False
27,284.0435997563859,45-49 år,Män,False
28,290.03962311467774,45-49 år,Män,False
29,296.0356464729696,45-49 år,Män,False
30,301.5220892157389,45-49 år,Män,False
